keep,Explanation,id,message_id,timestamp,text,social_media_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,social_media_secondary_url,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,filter_reason,filter_threshold,filtered_at,created_at,min_confidence,low_confidence_models
0,,3477,,2026-01-27T07:32:24.099000+00:00,The blazpaylabs Rewards Dashboard just landed on Soneium. Ready to dive in Here's how it works Mint your Soneium Entry Pass Jump into the Blazpay Rewards Dashboard and complete quests. Unlock real rewards from the ecosystem. Soneium users get early access to AI powered rewards. Posted,https://x.com/soneium/status/2016051560468611281,filter_out,filter_out,filter_out,filter_out,0.6583696008,0.9912278652,0.5193468928,0.5193468928,419fbd9628954621ce9863b30ec04c9c4ddaf7212865da3fa2b1089dbe46e2c6,Soneium 💿,discord,Posted,,,"{""filter_out"": 0.6583696007728577, ""high_value"": 7.283136801561341e-05, ""yield_farming"": 0.34155765175819397}","{""filter_out"": 0.9912278652191162, ""high_value"": 0.007109588943421841, ""yield_farming"": 0.00166249496396631}","{""filter_out"": 0.5193468928337097, ""high_value"": 0.00033582065952941775, ""yield_farming"": 0.4803173542022705}","{""filter_out"": 0.5193468928337097, ""high_value"": 0.00033582065952941775, ""yield_farming"": 0.4803173542022705}",category_or_confidence,,2026-02-10 17:41:04,2026-02-11 1:41:21,0.5193468928,"mc,pc"
0,,2880,,2026-01-26T14:08:37.119000+00:00,"BREAKING NEWS The first ever avax ETF is now tradable on Nasdaq. Avalanche just entered the ETF arena as institution grade blockchain infra. Holy shit, we're cooking. This makes AVAX the 5th coin with a major ETF after BTC, ETH, SOL and XRP. HIGHER Reposted 0xNeothon",https://x.com/avax/status/2015788934068941272,high_value,filter_out,filter_out,filter_out,0.5467107892,0.9995686412,0.5195154548,0.5195154548,7404852d47fb89be824840671f9325bfcfb660cad2c428691d85d3b50f00182d,Avalanche🔺,discord,Reposted,@0xNeothon,https://x.com/0xNeothon/status/2015785488637136963,"{""filter_out"": 0.4532391428947449, ""high_value"": 0.5467107892036438, ""yield_farming"": 5.0139053200837225e-05}","{""filter_out"": 0.9995686411857605, ""high_value"": 0.00043055674177594483, ""yield_farming"": 7.808120017216424e-07}","{""filter_out"": 0.5195154547691345, ""high_value"": 0.48047325015068054, ""yield_farming"": 1.1316670679661911e-05}","{""filter_out"": 0.5195154547691345, ""high_value"": 0.48047325015068054, ""yield_farming"": 1.1316670679661911e-05}",category_or_confidence,,2026-02-10 17:40:06,2026-02-11 1:40:23,0.5195154548,"mc,pc"
0,,6575,,2026-01-30T17:02:30.893000+00:00,"Marlin Wallet v1.8 is live This update adds multi language support available in Settings , enhanced security for the mnemonic editor, and improved navigation UX. Update now Posted",https://x.com/eCash/status/2017282192364442044,filter_out,filter_out,filter_out,filter_out,0.9730356932,0.5850874186,0.523406446,0.523406446,019f9cfad71e87cc7d2d0b5784001fae511d5b3832422bece9359a08023e096f,eCash,discord,Posted,,,"{""filter_out"": 0.9730356931686401, ""high_value"": 0.026963476091623306, ""yield_farming"": 8.612900614934915e-07}","{""filter_out"": 0.5850874185562134, ""high_value"": 0.4148891270160675, ""yield_farming"": 2.3441702069249004e-05}","{""filter_out"": 0.523406445980072, ""high_value"": 0.47656700015068054, ""yield_farming"": 2.650911483215168e-05}","{""filter_out"": 0.523406445980072, ""high_value"": 0.47656700015068054, ""yield_farming"": 2.650911483215168e-05}",category_or_confidence,,2026-02-10 17:44:02,2026-02-11 1:44:20,0.523406446,"oc,pc"
0,,10443,1472208356436611132,2026-02-14T12:30:24.483000+00:00,"The Gauntlet USDT Frontier Vault on Morpho's ethereum deployment allocates to the sUSDD USDT market, expanding yield opportunities for suppliers and building utility for usddio in DeFi lending markets. Reposted gauntlet xyz",https://x.com/usddio/status/2022649571915239742,filter_out,filter_out,high_value,high_value,0.9909622073,0.9992687106,0.5256752968,0.5256752968,960553ebc3ea17df4a05fa5cf9b06bced20eacc403fd0b58a416c61eb39e23d7,USDD,discord,Reposted,@gauntlet_xyz,https://x.com/gauntlet_xyz/status/2022295416918642791,"{""filter_out"": 0.9909622073173523, ""high_value"": 0.002295941347256303, ""yield_farming"": 0.006741903722286224}","{""filter_out"": 0.9992687106132507, ""high_value"": 7.1598728936805855e-06, ""yield_farming"": 0.0007241805433295667}","{""filter_out"": 0.47245684266090393, ""high_value"": 0.5256752967834473, ""yield_farming"": 0.0018677935004234314}","{""filter_out"": 0.47245684266090393, ""high_value"": 0.5256752967834473, ""yield_farming"": 0.0018677935004234314}",category_or_confidence,0.6,2026-02-14 4:30:36,2026-02-14 12:30:36,0.5256752968,pc
Z,"This isn't about a specific yield farming opportunity; instead it's talking about a fund that is staking Ethereum for their consitutents. We desire actionable opportunities for users to farm yield and increase their assets, especially when it's a time sensitive event and there are outsized bonuses to be had for early participants.",10180,1471981957393940543,2026-02-13T21:30:46.745000+00:00,"Step 1 of the Q1 2026 ETHplus rebalance was completed on 27 Jan. As part of this rebalance, ETHplus gained exposure to ether fi $weETH. Reflecting the wider trends of institutional capital wanting LRT exposure and supporting ETHplus overall yield profile and executional depth. The first step of the rebalance was incredibly successful, spending only 15% of the backing buffer, resulting in no interruption to yield distribution to either ETHplus holders or $RSR stakers. Reposted ETHPlus",https://x.com/ETHPlus_/status/2022423184235205099,yield_farming,filter_out,filter_out,filter_out,0.8241851926,0.6401516795,0.5288599133,0.5288599133,2bb26987fb8d023474a18df809dbe7c69bec84b0b2a8e225785fbfc432933532,ETH Plus (ETH+),discord,Reposted,@ETHPlus_,https://x.com/ETHPlus_/status/2022331504454783011,"{""filter_out"": 0.17210206389427185, ""high_value"": 0.0037128091789782047, ""yield_farming"": 0.8241851925849915}","{""filter_out"": 0.6401516795158386, ""high_value"": 0.0005378921632654965, ""yield_farming"": 0.35931041836738586}","{""filter_out"": 0.5288599133491516, ""high_value"": 1.9476095403092586e-08, ""yield_farming"": 0.471140056848526}","{""filter_out"": 0.5288599133491516, ""high_value"": 1.9476095403092586e-08, ""yield_farming"": 0.471140056848526}",category_or_confidence,0.6,2026-02-13 13:30:58,2026-02-13 21:30:58,0.5288599133,"oc,pc"
0,,8543,1471358303446765733,2026-02-12T04:12:36.057000+00:00,"FXRP is now live on Ethereum via LayerZero Core s OFT. Now live on Flare, HyperEVM, and Ethereum one DeFi big league after another. Ethereum liquidity, collateral utility, and major protocol potential integrations are now in play for XRPFi, with Flare dApps plugged into the largest onchain markets. Anchored to XRPL, with Flare as the hub of XRPFi, FXRP s omnichain expansion is scaling XRP utility across ecosystems. We believe FXRP is becoming the de facto XRP for DeFi. Posted",https://x.com/FlareNetworks/status/2021799550017544668,high_value,filter_out,high_value,high_value,0.9798666239,0.9924837947,0.5290007591,0.5290007591,ed10af85da9994c73ecf00e89636284a37636b8bc15abe4371b120b78241a5bf,Flare ☀,discord,Posted,,,"{""filter_out"": 0.02013295702636242, ""high_value"": 0.979866623878479, ""yield_farming"": 3.3461896009612246e-07}","{""filter_out"": 0.9924837946891785, ""high_value"": 0.007515332195907831, ""yield_farming"": 8.908867812351673e-07}","{""filter_out"": 0.47099876403808594, ""high_value"": 0.5290007591247559, ""yield_farming"": 5.502630529008457e-07}","{""filter_out"": 0.47099876403808594, ""high_value"": 0.5290007591247559, ""yield_farming"": 5.502630529008457e-07}",category_or_confidence,0.6,2026-02-11 20:12:49,2026-02-12 4:12:48,0.5290007591,pc
Z,"Mentioning TVL and liquidity pools alone is not enough to signal that a message is a good yield farming post. It needs to have a specific opportunity included in order to qualify, preferably with some time element, and if we're super lucky, a bonus amount of rewards for early participants. ",11277,1472967080071532774,2026-02-16T14:45:18.294000+00:00,"Over 25% of Kamino Liquidity's TVL is now in RWA pools $PRIME HELOC origination $ONYC Reinsurance premiums $PST Payment financing $SyrupUSDC Institutional lending At over $60M TVL, Kamino's LPs provide the deep liquidity that powers RWA trading on Solana Reposted kamino liq",https://x.com/kamino/status/2023408342551728385,filter_out,filter_out,yield_farming,yield_farming,0.8243625164,0.9929522872,0.5295131803,0.5295131803,9091363a7a5a69958af2694766e764e284a76a165d034d040d70b750d24c67df,Kamino,discord,Reposted,@kamino_liq,https://x.com/kamino_liq/status/2023377950834409970,"{""filter_out"": 0.8243625164031982, ""high_value"": 0.16299192607402802, ""yield_farming"": 0.012645571492612362}","{""filter_out"": 0.992952287197113, ""high_value"": 0.007029260508716106, ""yield_farming"": 1.846394116000738e-05}","{""filter_out"": 0.4701036512851715, ""high_value"": 0.0003832105721812695, ""yield_farming"": 0.5295131802558899}","{""filter_out"": 0.4701036512851715, ""high_value"": 0.0003832105721812695, ""yield_farming"": 0.5295131802558899}",category_or_confidence,0.6,2026-02-16 6:45:30,2026-02-16 14:45:29,0.5295131803,pc
0,,3983,,2026-01-27T18:13:40.006000+00:00,"Swaps Trading Staking Lending Farming Gift Cards Borrowing OTC Trading Fiat On Ramp Liquidity Pools Stablecoin Index Payment Streaming All on chain, all gas free. Powered by XPRNetwork. Built by MetallicusTDBN Reposted MetalXApp",https://x.com/XPRNetwork/status/2016212986768277560,filter_out,filter_out,filter_out,filter_out,0.9999482632,0.9999998808,0.5339488983,0.5339488983,5ae16261f603a724884d3491870d74327e1ece46eab1f8c0711e5c6a9c471807,XPR Network,discord,Reposted,@MetalXApp,https://x.com/MetalXApp/status/2015947841563214188,"{""filter_out"": 0.999948263168335, ""high_value"": 5.144219903741032e-05, ""yield_farming"": 3.2561447937951016e-07}","{""filter_out"": 0.9999998807907104, ""high_value"": 6.214781933522318e-08, ""yield_farming"": 7.979937777236046e-08}","{""filter_out"": 0.5339488983154297, ""high_value"": 0.46390286087989807, ""yield_farming"": 0.002148296218365431}","{""filter_out"": 0.5339488983154297, ""high_value"": 0.46390286087989807, ""yield_farming"": 0.002148296218365431}",category_or_confidence,,2026-02-10 17:42:04,2026-02-11 1:42:22,0.5339488983,pc
1,This is a limited time promotion for a high earning APR amount that users can participate in to boost or increase their own holdings at little physical cost to themselves. Good potential yield farming initiative.,9642,1471816113108029592,2026-02-13T10:31:46.386000+00:00,"aztecnetwork $AZTEC Fixed Promotion, Enjoy an APR of 200% Activity Start 10 00 00 on February 13, 2026 UTC Details Reposted KuCoin Earn",https://x.com/kucoincom/status/2022257368114119164,filter_out,filter_out,filter_out,filter_out,0.7349172235,0.9999778271,0.5383130908,0.5383130908,5ef581d67a1c01520af74254b2172f26a3add93c13061765b396876472e37251,KuCoin,discord,Reposted,@KuCoin_Earn,https://x.com/KuCoin_Earn/status/2022257280520163467,"{""filter_out"": 0.7349172234535217, ""high_value"": 4.626144072972238e-05, ""yield_farming"": 0.26503655314445496}","{""filter_out"": 0.9999778270721436, ""high_value"": 2.6130730930162827e-06, ""yield_farming"": 1.9550765500753187e-05}","{""filter_out"": 0.538313090801239, ""high_value"": 1.266117124032462e-05, ""yield_farming"": 0.46167421340942383}","{""filter_out"": 0.538313090801239, ""high_value"": 1.266117124032462e-05, ""yield_farming"": 0.46167421340942383}",category_or_confidence,0.6,2026-02-13 2:31:59,2026-02-13 10:31:58,0.5383130908,pc
0,,8020,1471158570648338721,2026-02-11T14:58:56.047000+00:00,"SUI Group $SUIG just launched eSui Dollar suiUSDe , our native synthetic dollar on Sui Mainnet, in collaboration with ethena and the SuiNetwork ecosystem, and we re backing it with a $10 million deployment of newly minted suiUSDe into a yield generating vault operated by Ember Protocol, a vault and investment infrastructure provider incubated by the team behind bluefinapp. The suiUSDe Vault on EmberProtocol is a permissionless, yield generating vault built natively on Sui with an initial capacity of $25M. It s open to both institutional and individual participants, providing transparent, on chain access to curated strategies anchored in suiUSDe. Reposted officialSUIG",https://x.com/SuiNetwork/status/2021599762164642288,high_value,high_value,filter_out,filter_out,0.9779279232,0.6312182546,0.5388067365,0.5388067365,d64a7c1eb114071bbc6a28d2a51b65ab290b4e9b8b7268ae1a216c5e2bbf7450,Sui,discord,Reposted,@officialSUIG,https://x.com/officialSUIG/status/2021596837833322876,"{""filter_out"": 0.02203826978802681, ""high_value"": 0.9779279232025146, ""yield_farming"": 3.3775530027924106e-05}","{""filter_out"": 0.3687788248062134, ""high_value"": 0.6312182545661926, ""yield_farming"": 2.8333324735285714e-06}","{""filter_out"": 0.5388067364692688, ""high_value"": 0.4611680805683136, ""yield_farming"": 2.5126782929874025e-05}","{""filter_out"": 0.5388067364692688, ""high_value"": 0.4611680805683136, ""yield_farming"": 2.5126782929874025e-05}",category_or_confidence,0.6,2026-02-11 6:59:09,2026-02-11 14:59:08,0.5388067365,"oc,pc"
0,,11986,1473303785798373499,2026-02-17T13:03:15.195000+00:00,"NEW OKX secures Malta Payment Institution license, unlocking compliant stablecoin payments across the EU. Reposted Cointelegraph",https://x.com/okx/status/2023745014526828892,filter_out,filter_out,filter_out,filter_out,0.9998465776,0.9886952043,0.5415078998,0.5415078998,b213fa38318f139355261a07bcc51d8b58a2f76770ffdb69753660eee4e1fc3c,OKX,discord,Reposted,@Cointelegraph,https://x.com/Cointelegraph/status/2023359235438842126,"{""filter_out"": 0.9998465776443481, ""high_value"": 0.00015241069195326418, ""yield_farming"": 1.015418320093886e-06}","{""filter_out"": 0.9886952042579651, ""high_value"": 0.011297742836177349, ""yield_farming"": 7.107635155989556e-06}","{""filter_out"": 0.5415078997612, ""high_value"": 0.45219263434410095, ""yield_farming"": 0.00629946356639266}","{""filter_out"": 0.5415078997612, ""high_value"": 0.45219263434410095, ""yield_farming"": 0.00629946356639266}",category_or_confidence,0.6,2026-02-17 5:03:27,2026-02-17 13:03:26,0.5415078998,pc
0,,7792,1471083426818818068,2026-02-11T10:00:20.362000+00:00,"Venus Flux Beta is now LIVE The FIRST unified liquidity layer on BNBChain Powered by 0xfluid s liquidity architecture, Venus Flux unlocks a new frontier for lending, borrowing, and capital efficiency. Test it now and help shape the future of lending on BNB Chain Posted",https://x.com/VenusProtocol/status/2021524679832555766,filter_out,filter_out,filter_out,filter_out,0.8012648225,0.73777771,0.5425376296,0.5425376296,58c0e886f5838cde985fc7bb9cf33337918f8dbce9b92a3d0c1e3a94f9689cc7,Venus Protocol,discord,Posted,,,"{""filter_out"": 0.8012648224830627, ""high_value"": 0.1987023651599884, ""yield_farming"": 3.287041909061372e-05}","{""filter_out"": 0.7377777099609375, ""high_value"": 0.26221734285354614, ""yield_farming"": 4.9552336349734105e-06}","{""filter_out"": 0.5425376296043396, ""high_value"": 0.4574587941169739, ""yield_farming"": 3.5912128169002244e-06}","{""filter_out"": 0.5425376296043396, ""high_value"": 0.4574587941169739, ""yield_farming"": 3.5912128169002244e-06}",category_or_confidence,0.6,2026-02-11 2:00:34,2026-02-11 10:00:33,0.5425376296,pc
C,Limited time reward campaign where users can interact with a DeFi protocol and earn outsized rewards - in this case by borrowing $U which will then provide an outsized APY reward to the user. Good potential farming event.,8979,1471529298283204680,2026-02-12T15:32:04.403000+00:00,You can now borrow $U via BinanceWallet on VenusProtocol and earn up to 16% APY U Carnival Season 1 is live Reposted UTechStables,https://x.com/VenusProtocol/status/2021970523169923393,yield_farming,filter_out,yield_farming,yield_farming,0.9725552201,0.9997343421,0.5427381396,0.5427381396,f0e4e6df686712b306ee434a00d77e763ee341703c54c69896ab8e1dafeb6e79,Venus Protocol,discord,Reposted,@UTechStables,https://x.com/UTechStables/status/2021955129138987392,"{""filter_out"": 0.02743900753557682, ""high_value"": 5.757092822022969e-06, ""yield_farming"": 0.9725552201271057}","{""filter_out"": 0.9997343420982361, ""high_value"": 0.00015357593656517565, ""yield_farming"": 0.00011202516179764643}","{""filter_out"": 0.4566512107849121, ""high_value"": 0.0006107160588726401, ""yield_farming"": 0.542738139629364}","{""filter_out"": 0.4566512107849121, ""high_value"": 0.0006107160588726401, ""yield_farming"": 0.542738139629364}",category_or_confidence,0.6,2026-02-12 7:32:18,2026-02-12 15:32:17,0.5427381396,pc
